,page_id,text,label,Pattern Category
731,,wipe out all stock in this class,0,Not Dark Pattern
732,,hair dresser sets,0,Not Dark Pattern
733,,the quantity remaining,1,Scarcity
734,,） 22nd ， 22nd noel nana,0,Not Dark Pattern
735,,"and © today! hurry, only a two seconds!",1,Scarcity
736,,4 people was staring at this guy now.,1,Social Proof
737,,"no thanks, i just want your pause",1,Misdirection
738,,"located in portland, two states ( ca ) purchased modalert inc.",1,Social Proof
739,,big time offer limited offer! 51 % off our way home from cargo 3. you pay $ 63. 050,1,Urgency
740,,various people are viewing daily,1,Social Proof
741,,and! only... in 3!,1,Scarcity
742,,rv,0,Not Dark Pattern
743,,the transfer devices,0,Not Dark Pattern
744,,every casual party loosen short a t - shirt,0,Not Dark Pattern
745,,summer v a solid or short straw waffle white - shirt,0,Not Dark Pattern
746,,last we could obtain 10 % off,1,Scarcity
747,,their order was reserved for 10 : 45 minutes!,1,Urgency
748,,only 5 ॥,1,Scarcity
749,,5 persons competed for this product,1,Social Proof
750,,heart is cake,0,Not Dark Pattern
751,,he bought already,1,Social Proof
752,,you'ave brought it ready lineup. be on the look out for an exclusive client of your up.,0,Not Dark Pattern
753,,universal service and smart open stand,0,Not Dark Pattern
754,,hurry! upon the items left,1,Scarcity
755,,[UNK] 代 『 « 法 』 [UNK] する [UNK] 大 [UNK] に ． する [UNK] 明 ( opens in our universal universe ),0,Not Dark Pattern
756,,strong enough! extend your order before it's very long!,1,Scarcity
757,,your plane stands ready for 09 : 56 minutes!,1,Urgency
758,,"lord rana from jaipur approaches this station, twenty mins time.",1,Social Proof
759,,on wrapping supplies,0,Not Dark Pattern
760,,perhaps others have even bought this day today!,1,Social Proof
761,,""" one worry "" membership renewal we will bill your credit card on file at the introductory rate of $ 2. 99 per month for the inaugural year, alongside membership rewards and discounts. at the end of the introductory period, she'll be billed at the regular monthly rate of $ 3. 99 per month. if you haven't want your membership renewed, simply contact us and we will cancel your subscription. you will be refunded for the current month's membership fee, less any membership savings you have received. exclusive toll - free hotline number because we want your calls to get top five, we offer a special contact for value club members only : 1 - 800 - 648 - 4282. your call will be handled with every utmost promptness, courtesy and efficiency required.",1,Obstruction
762,,... @ metacritic. metacritic,0,Not Dark Pattern
763,,"limited and only 120 % off - enter a \ "" i \ "" [UNK] checkout",1,Urgency
764,,heavy & tidy checkout,0,Not Dark Pattern
765,,"and a orlando, united states bought camouflage with 31 minutes refrain",1,Social Proof
766,,"synne kristine in norwegian, norway classic times subscription ( billed through 1 september ) ( reported every 10 months ) about 45 ‰ ॥",1,Social Proof
767,,closet mounted damp conditioners,0,Not Dark Pattern
768,,"803 heavens! hurry, arrive some moment left!",1,Scarcity
769,,"monira in doha, having purchased his small decorative vase",1,Social Proof
770,,only christian remained!,1,Scarcity
771,,everyday people viewing,1,Social Proof
772,,"knowing less, i will really rather pay full price.",1,Misdirection
773,,fourth feature,0,Not Dark Pattern
774,,anti - love protein,0,Not Dark Pattern
775,,deadly myriad deals,0,Not Dark Pattern
776,,last shape delilah,0,Not Dark Pattern
777,,baby & baby ।,0,Not Dark Pattern
778,,shipping to maritime insurance,1,Sneaking
779,,disqualified,0,Not Dark Pattern
780,,band'n eye beads,0,Not Dark Pattern
781,,subscription online. pay off. always interest - free,0,Not Dark Pattern
782,,come with us in eden,0,Not Dark Pattern
783,,no thanks. i totally [UNK] t want any.,1,Misdirection
784,,i is client,0,Not Dark Pattern
785,,appears not - related to -,0,Not Dark Pattern
786,,every bicycle has a tale,0,Not Dark Pattern
787,,"its interface uses cookies to provide information confirm your navigation experience. if you want any search through this improved service, then opt - in.",0,Not Dark Pattern
788,,add a lose!,1,Misdirection
789,,[UNK] & ．,0,Not Dark Pattern
790,,boys primary school [UNK],0,Not Dark Pattern
791,,recently viewed 2 others covered this for the book 24 hours,1,Social Proof
792,,2 viewed from...,1,Social Proof
793,,1 other creator utilized this service in their shopping cart,1,Social Proof
794,,only a few left open application,1,Scarcity
795,,02 : 06 : 30,1,Urgency
796,,tragic forms,0,Not Dark Pattern
797,,stock displacement : 6 tons made.,1,Scarcity
798,,"no, i're pay for upon",1,Misdirection
799,,this light ¨,0,Not Dark Pattern
800,,"hurry, low soul praise!",1,Scarcity
801,,only 4 voices ।,1,Scarcity
802,,2 ．,1,Scarcity
803,,refrain,0,Not Dark Pattern
804,,19 mar 13 : 11 : 13,1,Urgency
805,,general news and updates on each year,0,Not Dark Pattern
806,,these people bought...,1,Social Proof
807,,2 times in between,1,Scarcity
808,,dfresh - ª ॥,0,Not Dark Pattern
809,,[UNK]! - rmo series,0,Not Dark Pattern
810,,"6, 743 players officially viewed it",1,Social Proof
811,,very fast!,1,Scarcity
812,,ode to hotter heavens,0,Not Dark Pattern
813,,on sale : seasonal seasonal packages - booker only $ 4. 99! limited the limited! save yourself!,1,Urgency
814,,"to check registration, click'[UNK]'function prompted.",0,Not Dark Pattern
815,,phx 。,0,Not Dark Pattern
816,,styled as cleat kit,0,Not Dark Pattern
817,,no people originally purchased this item,1,Social Proof
818,,three were :,0,Not Dark Pattern
819,,the order is now about 09 : 58 minutes!,1,Urgency
820,,and'e recommended the keeper of lost things behind us.,0,Not Dark Pattern
821,,limited order! - save $ 00 in accounts $ 2 + coupon : hundred - twenty - one gift on orders $ 20 +,1,Urgency
822,,"1 dvd offer : not available to customers with an upgraded netflix offer from netflix. available only in red + lite, unlimited, red + essentials and red + until the beginning of august 2019. booking fee of $ 60 applies if you exit or transfer your plan before 6 months. plan exit fees may also apply. netflix offer : one year netflix ‘ standard ’ plan ( $ 14. 99 a month ) credit will that applied to your netflix account on amazon. at the end of your credit, you will be charged at your netflix plan rate unless you cancel your netflix subscription. cancel netflix at any time. netflix compatible device only. see eligible plans and full application terms.",1,Sneaking
823,,gravity wears wigs,0,Not Dark Pattern
824,,1626 denies seeing this life as now,1,Social Proof
825,,"book in uses for illustrative materials only, actual binding, or design content may vary.",0,Not Dark Pattern
826,,forbes gear,0,Not Dark Pattern
827,,peabody,0,Not Dark Pattern
828,,[UNK] connected,0,Not Dark Pattern
829,,episode 1 left of stock,1,Scarcity
830,,contents @ www. html,0,Not Dark Pattern
831,,0 days 2 weeks 57 minutes 49 minutes,1,Urgency
832,,sharmeen shah from karachi just makes a girl work too and all - assorted - na7157,1,Social Proof
833,,just morning left!,1,Scarcity
834,,"william to pago river, their world purchased a",1,Social Proof
835,,"in thanks, you don ’ places like memories and games.",1,Misdirection
836,,"protect your sofa! your humblebum dressed in thatch paper fabric will show wicked! therefore not encourage castelan fabric protection or reinforce your new home machine against wine spillages, messy midnight dinners, etc other disasters for just just £80?",1,Misdirection
837,,explore the nra site through privacy,0,Not Dark Pattern
838,,new in human development,0,Not Dark Pattern
839,,"[UNK] new year, new passion blossoms",0,Not Dark Pattern
840,,"then, order by 16h 30 06s to clear 90 % off everything *... secret & beauty enter : [UNK]",1,Urgency
841,,title 1 review,0,Not Dark Pattern
842,,we uses in ( selective cookie techniques ) can provide you more better information and ideas. your permission may be confirmed before you continue using this website. discover more,0,Not Dark Pattern
843,,only chance to save... expect your window to lift 20 % on your first day 00 hours : 25 years : 46 seconds,1,Urgency
844,,data expires as : yes no 99 10 % off my first order? 9 minutes 35 kisses,1,Urgency
845,,cellular / cellular preparations,0,Not Dark Pattern
846,,113 people be viewed as the regular 24hrs,1,Social Proof
847,,epilepsy safe alert : this profile enables people and disabilities to effectively use its website by eliminating a risk of seizures resulting by flashing or blinking images and permanent color changes.,0,Not Dark Pattern
848,,"fort thomas nashville, three states purchased",1,Social Proof
849,,"ana la saluda, mary in my skirt - 1911e9095 girl in neck mermaid gown",1,Social Proof
850,,don't destroy me! aren't sold 38 in this last thirty days.,1,Social Proof
851,,"and, only you. i prefer to pay his bride price",1,Misdirection
852,,"my thanks, i like'n like dirty deals.",1,Misdirection
853,,24 points...,0,Not Dark Pattern
854,,saf ॥,0,Not Dark Pattern
855,,as a washer,0,Not Dark Pattern
856,,"no thanks, i'd receive 32 % 。",1,Misdirection
857,,unknown tips,0,Not Dark Pattern
858,,our carbon chronicles,0,Not Dark Pattern
859,,yesterday's summer night clerk large black loose cotton thin linen blouse,0,Not Dark Pattern
860,,uncheck your box if it prefer to and receive extra updates.,1,Misdirection
861,,| add on ।,0,Not Dark Pattern
862,,"and one, i don't like my free gift",1,Misdirection
863,,world without dancing,0,Not Dark Pattern
864,,the item is within popular demand.,1,Scarcity
865,,cargo 。,0,Not Dark Pattern
866,,throat cut with closure,0,Not Dark Pattern
867,,॥,0,Not Dark Pattern
868,,only 1 left! so ready today!,1,Scarcity
869,,"her most recent customers were the new rochelle, nyc, and your",1,Social Proof
870,,॥ ॥,0,Not Dark Pattern
871,,222 rifles,0,Not Dark Pattern
872,,season 4 left,1,Scarcity
873,,its quantity!,1,Scarcity
874,,can't miss on any awesome outfits / don'ts run on our table decoration chorus,1,Misdirection
875,,now! only 15 seconds!,1,Scarcity
876,,march 2001,0,Not Dark Pattern
877,,whose product?,0,Not Dark Pattern
878,,с,0,Not Dark Pattern
879,,special accessories,0,Not Dark Pattern
880,,maybe a dozen more left!,1,Scarcity
881,,translation : diary : http : rv,1,Urgency
882,,have several features included!,0,Not Dark Pattern
883,,your people are viewing ॥,1,Social Proof
884,,quickly fifteen items arrived in stock.,1,Scarcity
885,,natural ।,0,Not Dark Pattern
886,,speed lace as lily - orange,0,Not Dark Pattern
887,,"good thanks, i prefer his full...",1,Misdirection
888,,"package recyclingwe i try when possible but reuse packaging through our own retailers in order to deliver purchased items to our customers, we ask if the packaging is still in mint condition before you've received your orders then please try to use it again or recycle if financially successful.",0,Not Dark Pattern
889,,"ends in 1 semester, 4 days, 44 moments",1,Urgency
890,,complete stock - full quantity,1,Scarcity
891,,on ।,0,Not Dark Pattern
892,,canvas over art,0,Not Dark Pattern
893,,only two left in time. almost certainly!,1,Scarcity
894,,jfn v neck as tied - out i c - 2 / tee,0,Not Dark Pattern
895,,।,0,Not Dark Pattern
896,,short sleeve [UNK],0,Not Dark Pattern
897,,"deluxe edition only : free shipping up all days, no minimum rate!",1,Urgency
898,,"no thanks, we don't value depending on exclusive content.",1,Misdirection
899,,islands of lehenga reigns,0,Not Dark Pattern
900,,lack in color,0,Not Dark Pattern
901,,habitat protection,0,Not Dark Pattern
902,,end left,1,Scarcity
903,,replace - what - fear - not -...,0,Not Dark Pattern
904,,defaulted,0,Not Dark Pattern
905,,part 2 left,1,Scarcity
906,,108 tattoos,0,Not Dark Pattern
907,,7 : 49 : dmitri [UNK],1,Urgency
908,,that that / create an account,0,Not Dark Pattern
909,,your order shall reserved for 07 : 40 mornings!,1,Urgency
910,,"on one first sorrow then joy that reveals the main stories through its characters, including illness, illness and loss * manchester weekly news *",0,Not Dark Pattern
911,,was so popular! 4 november in the last six days.,1,Social Proof
912,,"please thanks, you'll pay full principal",1,Misdirection
913,,card ×,0,Not Dark Pattern
914,,2 you have bought it,1,Social Proof
915,,issue 1 copies in stock,1,Scarcity
916,,horizon new star sweatshirt,0,Not Dark Pattern
917,,all stars 。,0,Not Dark Pattern
918,,chapter 1 left in heaven! get in it!,1,Scarcity
919,,★ softbox,0,Not Dark Pattern
920,,you hold 23 items in your bag for 1 : 29 minutes : 07 [UNK],1,Urgency
921,,your first payment will rank agreed on every weekday before your purchase. *,0,Not Dark Pattern
922,,yes people have it true play cart,1,Social Proof
923,,pre - order ☆ ．,1,Scarcity
924,,offer ends at your top 10!,1,Urgency
925,,"consequently, this style got incredibly fast!",1,Scarcity
926,,glows of electric dark,0,Not Dark Pattern
927,,between rails & streams,0,Not Dark Pattern
928,,"when users place healing crystals in such symmetrical fashion as activate it with my magic wand, the beam is charged to direct messages to the universe. a quantum crystal grid uses spatial symmetry for example.",0,Not Dark Pattern
929,,"hurry, oh 3 thousand!",1,Scarcity
930,,free transfers for 2018 and thereafter and 02secs,1,Urgency
931,,quick ！,0,Not Dark Pattern
932,,blonde / bleached curls : all strands look different. silver won'tt be hiding within your curls though.,0,Not Dark Pattern
933,,"partial upgrade, limited access! \ n * 00 was not installed *",1,Urgency
934,,ª,0,Not Dark Pattern
935,,specialist...,0,Not Dark Pattern
936,,menu ।,0,Not Dark Pattern
937,,stumbling bags,0,Not Dark Pattern
938,,"no way, i won'm like discounts",1,Misdirection
939,,return fast : amazing quantities worldwide!,1,Scarcity
940,,this remains the green christmas without the bitterness.,0,Not Dark Pattern
941,,spring...,0,Not Dark Pattern
942,,press & review,0,Not Dark Pattern
943,,"you may cancel your justfab vip membership at any time. there is absolutely no cancellation fee. if you really prefer to continue receiving selections, then just finish the month by clicking skip this month in your boutique between the 1st and the 5th of july month. you won't be charged and no member credit will be provided for you. if you no longer prefer to skip the month, simply call two fashion consultants on 020 36953830 ( local call ) mon - fri 8 : 00am to 8 : 00pm and sat - sun 10 : 00am to 6 : am or cancel your membership via chat.",1,Obstruction
944,,only fifty years,1,Scarcity
945,,cooper principal,0,Not Dark Pattern
946,,over 38 ．,1,Social Proof
947,,thumbs ．,0,Not Dark Pattern
948,,christian eurovision,0,Not Dark Pattern
949,,share of product,0,Not Dark Pattern
950,,food heaters & catering services,0,Not Dark Pattern
951,,again! not a bunch of these left,1,Scarcity
952,,only eleven years!,1,Scarcity
953,,fire & power figures,0,Not Dark Pattern
954,,chapter 2 left,1,Scarcity
955,,only his item passes!,1,Scarcity
956,,hautelook type : 307,1,Urgency
957,,only being item ．,1,Scarcity
958,,a ride?,0,Not Dark Pattern
959,,poptop refine is body type : thumbs,0,Not Dark Pattern
960,,* limited... w * \ ★ \ ntlpwr1 ，...!,1,Urgency
961,,they fancash on other ships!,0,Not Dark Pattern
962,,boys'wakes outreach,0,Not Dark Pattern
963,,for brushes & glasses,0,Not Dark Pattern
964,,।,0,Not Dark Pattern
965,,85 have it on our cart,1,Social Proof
966,,"when we wish to withdraw your subscription, q shall email us on getflat @ flattummyco. notes",1,Obstruction
967,,no way. didn't rather pay their price.,1,Misdirection
968,,missing 3 pieces in fact!,1,Scarcity
969,,new bones left in stock.,1,Scarcity
970,,free embroidery inverness,0,Not Dark Pattern
971,,mixing & [UNK],0,Not Dark Pattern
972,,"members may change their membership at any time during their membership term and receive a full refund, less any benefits / savings received in their current membership term ( per example, buyer ’ takes club discounts received in free shipping ). refunds for completed member completed will not be made, particularly though the member did not use enough of the benefits during the club term. to cancel your membership, please contact our customer service department by contacting us at 1 - 23 - 375 - 3006.",1,Obstruction
973,,"immediately qualify, quickly verify your status during what is the discovery step. and verify through www. me, our trusted research partner for secure private data verification.",0,Not Dark Pattern
974,,"in thanks, she'll save money another second",1,Misdirection
975,,"december 2010 cape john, newfoundland viewed now by m710t 10m9000rus familiar editions 3 years ago!",1,Social Proof
976,,only is left under stock,1,Scarcity
977,,end - selling smashwords,0,Not Dark Pattern
978,,this time...!,1,Urgency
979,,subscribe! don ’ t gets caught here principal,0,Not Dark Pattern
980,,add to each,0,Not Dark Pattern
981,,"at 96 % off - hurry, not time available!",1,Urgency
982,,this requested page may eventually be found,0,Not Dark Pattern
983,,be in the room,0,Not Dark Pattern
984,,standard design products evo sp parts and accessories,0,Not Dark Pattern
985,,॥ punches,0,Not Dark Pattern
986,,riding our neue lifestyle - shi da huang,0,Not Dark Pattern
987,,ericdress long sleeve mesh nylon shoulder strap sandals,0,Not Dark Pattern
988,,green tea were produced up mainly compounds that have been known to regulate caloric expenditure as well over the metabolism of [UNK],0,Not Dark Pattern
989,,[UNK],0,Not Dark Pattern
990,,sparkling 』,0,Not Dark Pattern
991,,"when add some wishlist, please register or add rs.",0,Not Dark Pattern
992,,hurry! only a few kilometers within range!,1,Scarcity
993,,new horizons lunch preparations,0,Not Dark Pattern
994,,cayman islands...,0,Not Dark Pattern
995,,"per thanks, we shall pay full price",1,Misdirection
996,,through all shoes,0,Not Dark Pattern
997,,owners called airdrie & amongst others bought them most recently.,1,Social Proof
998,,2010s comey,0,Not Dark Pattern
999,,52 people keep playing in this right now.,1,Social Proof
1000,845.0,1 day 08:15:25,1,Urgency
1001,173.0,"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,Social Proof
1002,833.0,Delivery & Offers Terms,0,Not Dark Pattern
1003,106.0,"Oscar from Cajamarca, Peru purchased",1,Social Proof
1004,353.0, New Arrivals,0,Not Dark Pattern
1005,569.0, Buy Tablets ,0,Not Dark Pattern
1006,1573.0,Only 3 Left,1,Scarcity
1007,69.0,Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.,0,Not Dark Pattern
1008,1393.0,ONLY 1 REMAINING,1,Scarcity
1009,1648.0,Point & Shoots,0,Not Dark Pattern
1010,190.0,Already have an account?,0,Not Dark Pattern
1011,568.0," Mystic Topaz: Rings, Earrings, Necklaces and Bracelets ",0,Not Dark Pattern
1012,1719.0,Necessary Protection..,1,Misdirection
1013,530.0,Joybird Design House,0,Not Dark Pattern
1014,1158.0,What is a cookie?,0,Not Dark Pattern
1015,301.0,Someone in Spain purchased,1,Social Proof
1016,1599.0,LIMITED QUANTITY,1,Scarcity
1017,527.0,View All Tops,0,Not Dark Pattern
1018,585.0,02:06:40 left to buy,1,Urgency
1019,87.0,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,Social Proof
1020,415.0,"NO THANKS, I'll PAY FULL PRICE",1,Misdirection
1021,249.0,13 people have added this to their cart,1,Social Proof
1022,1550.0,Panther Anole,0,Not Dark Pattern
1023,1369.0,Last chance! Only 1 left,1,Scarcity
1024,767.0,AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,0,Not Dark Pattern
1025,1056.0,Pay weekly ,0,Not Dark Pattern
1026,910.0,"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",1,Obstruction
1027,113.0,I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,0,Not Dark Pattern
1028,1005.0,Sale ends soon:,1,Urgency
1029,1260.0,Only 16531 items left in stock!,1,Scarcity
1030,1731.0,Want a special deal? Bundle and SAVE UPTO30%,1,Misdirection
1031,94.0,4 people have purchased this item,1,Social Proof
1032,1673.0,BABY BOYSShoesClothingAccessories,0,Not Dark Pattern
1033,158.0,NEED ADDITIONAL HELP?,0,Not Dark Pattern
1034,1423.0,"These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.",0,Not Dark Pattern
1035,1231.0,Only 3 Left!,1,Scarcity
1036,527.0,High-Waisted Shorts,0,Not Dark Pattern
1037,1405.0, Sign In / Join ,0,Not Dark Pattern
1038,1663.0,We only have few stocks left for this product. Please don't miss the chance.,1,Scarcity
1039,765.0,"Click here to use our website with more accessibility support, for example screen readers",0,Not Dark Pattern
1040,505.0,Your order is reserved for 09:35 minutes!,1,Urgency
1041,1041.0,LIMITED TIME ONLY *on select models,1,Urgency
1042,1446.0, Mixed Media ,0,Not Dark Pattern
1043,671.0,BE QUICK 00:57:33 DON'T MISS OUT,1,Urgency
1044,216.0,New In ,0,Not Dark Pattern
1045,1451.0,Remove selected car filter,0,Not Dark Pattern
1046,792.0,35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,1,Urgency
1047,1609.0,Shipping and Duties,0,Not Dark Pattern
1048,1139.0,Order by these dates to get it by Valentine's Day.*,0,Not Dark Pattern
1049,767.0,NFL Enterprises LLC. All Rights Reserved.,0,Not Dark Pattern
1050,1787.0,LOGIN/REGISTER,1,Misdirection
1051,561.0,00Days17Hours12Mins13Secs,1,Urgency
1052,1315.0, Women's Bags ,0,Not Dark Pattern
1053,1403.0,"We're sorry, this store is closed.",0,Not Dark Pattern
1054,145.0,3 people are looking at this item right now,1,Social Proof
1055,17.0,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",1,Social Proof
1056,858.0,"Hurry, Limited Time Offer! 11:25",1,Urgency
1057,1328.0, Search Close ,0,Not Dark Pattern
1058,1667.0,"touching, funny and romantic",0,Not Dark Pattern
1059,1789.0,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1,Misdirection
1060,1234.0,Only 2 stock available,1,Scarcity
1061,1229.0,Hurry! Only 3 Left In Stock.,1,Scarcity
1062,926.0,"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",1,Sneaking
1063,189.0," Sorry, we could not process your request at the moment. Please try again in a few minutes. ",0,Not Dark Pattern
1064,1446.0, Jersey GBP,0,Not Dark Pattern
1065,740.0,My Account ,0,Not Dark Pattern
1066,404.0,"No Thanks, I Don't Want a Discount",1,Misdirection
1067,1466.0,Hair Grooming Appliances,0,Not Dark Pattern
1068,925.0,"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",1,Sneaking
1069,1009.0,Pedal Refresh Kit - Doubleshot,0,Not Dark Pattern
1070,401.0,I'd rather pay full price,1,Misdirection
1071,597.0,Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,1,Urgency
1072,1163.0,Only 8 items left in stock!,1,Scarcity
1073,1125.0,ONLY 1 LEFT IN STOCK!,1,Scarcity
1074,1743.0,Subscribe & Save (15%): $ 16.99,1,Misdirection
1075,1536.0,Shop Plus Shorts by Pattern,0,Not Dark Pattern
1076,1044.0, Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,0,Not Dark Pattern
1077,638.0,Clarity Remotes,0,Not Dark Pattern
1078,1648.0,Summary,0,Not Dark Pattern
1079,1405.0, Limited Edition Colors ,0,Not Dark Pattern
1080,1736.0,"For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: ",0,Not Dark Pattern
1081,1035.0,FRAMON #2 Code Machine Offer - Limited time offer!,1,Urgency
1082,1536.0,Jewelry and Watches,0,Not Dark Pattern
1083,1109.0,Limited stock!,1,Scarcity
1084,1433.0,Hurry! Only 2 left in stock!,1,Scarcity
1085,1451.0,*,0,Not Dark Pattern
1086,1015.0,SLEEP EVENT OFFERS - LIMITED TIME ONLY,1,Urgency
1087,1604.0,This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.,0,Not Dark Pattern
1088,1626.0,Only 1 left in Stock!,1,Scarcity
1089,198.0,Competitions,0,Not Dark Pattern
1090,1328.0, Shop All Men's Boots ,0,Not Dark Pattern
1091,179.0,Expand My eBay,0,Not Dark Pattern
1092,283.0,"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",1,Social Proof
1093,822.0,"Jumpers, Shirts & T-Shirts",0,Not Dark Pattern
1094,395.0,Media Players,0,Not Dark Pattern
1095,1295.0,Only 3 left In Stock,1,Scarcity
1096,920.0,Father's Day Gifts,0,Not Dark Pattern
1097,931.0,Enjoy FREE shipping with WSJwine Advantage,1,Sneaking
1098,1390.0,only 2 left!,1,Scarcity
1099,1372.0,Only 1 in stock,1,Scarcity
1100,1377.0,Only 8 item(s) left.,1,Scarcity
1101,616.0,Spring Sale Extended,1,Urgency
1102,347.0,"No, I don't want a discount",1,Misdirection
1103,421.0,"No thanks, I don't want the free gift.",1,Misdirection
1104,1044.0,Extra Soft Cleansing Wipes,0,Not Dark Pattern
1105,1373.0,Men's Accessories ,0,Not Dark Pattern
1106,280.0,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,Social Proof
1107,1051.0,SAVE $300.00\nfor limited time,1,Urgency
1108,787.0,Enter Catalog/Email Code,0,Not Dark Pattern
1109,466.0,"[NO THANKS, I'LL JUST WALK]",1,Misdirection
1110,638.0,Yaris Remotes,0,Not Dark Pattern
1111,1513.0,Currently 8 left in stock.,1,Scarcity
1112,340.0,"NO, I DON'T FEEL LUCKY",1,Misdirection
1113,1457.0,Currently less than 10 available,1,Scarcity
1114,998.0,Ends Sunday! $200 off any mattress . free shipping & free returns!,1,Urgency
1115,247.0,Stay on Next.co.uk,0,Not Dark Pattern
1116,1206.0,Only 8 left!,1,Scarcity
1117,1213.0,Only 1 items left in stock!,1,Scarcity
1118,1469.0,___,0,Not Dark Pattern
1119,1381.0,View All Home Accessories,0,Not Dark Pattern
1120,568.0,"Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.",0,Not Dark Pattern
1121,1446.0,How to cast on,0,Not Dark Pattern
1122,1550.0,Tree Frog Terrariums,0,Not Dark Pattern
1123,174.0,9 people are currently viewing this product,1,Social Proof
1124,1623.0,ONLY 1 WATCH LEFT,1,Scarcity
1125,293.0,2+ people just viewed this product,1,Social Proof
1126,1583.0,94% offers claimed. Hurry up!,1,Scarcity
1127,435.0,I'D RATHER PAY FULL PRICE,1,Misdirection
1128,747.0,KidsAuthentic,0,Not Dark Pattern
1129,1706.0,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,1,Misdirection
1130,850.0,Country (Optional),0,Not Dark Pattern
1131,230.0,Hair treatments,0,Not Dark Pattern
1132,1736.0,Product Recycling,0,Not Dark Pattern
1133,1772.0,Purchase protection added,1,Sneaking
1134,1432.0,Only 6 items left,1,Scarcity
1135,313.0,39 people have this in their cart,1,Social Proof
1136,113.0, Sunflower ,0,Not Dark Pattern
1137,1177.0,23% left in stock!,1,Scarcity
1138,1573.0,Gold Collection,0,Not Dark Pattern
1139,1592.0,In Stock. Only 1 Left!,1,Scarcity
1140,1146.0,Status:Only 3 left in stock,1,Scarcity
1141,396.0,No thanks - I don't want to save money,1,Misdirection
1142,1723.0,Amazing service and quality! Lee up the excellent work.,0,Not Dark Pattern
1143,513.0,Today's sale ends in: 00hours:57min:19sec,1,Urgency
1144,1128.0,ONLY 7 LEFT!,1,Scarcity
1145,1333.0,"Business, Office & Industrial",0,Not Dark Pattern
1146,1330.0,My Story,0,Not Dark Pattern
1147,134.0,8 people are looking at this artwork,1,Social Proof
1148,1351.0, Coffee ,0,Not Dark Pattern
1149,1723.0,Add on something to make it extra special!,1,Misdirection
1150,1056.0, Take time to pay.,0,Not Dark Pattern
1151,808.0,OFFER ENDS 00:54:59,1,Urgency
1152,1734.0,Other Items On Special Offer:,1,Misdirection
1153,882.0,"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",1,Obstruction
1154,993.0,LIMITED TIME SALE,1,Urgency
1155,428.0,"NO THANKS, I DON'T WANT TO SAVE",1,Misdirection
1156,414.0,Authenticity Guaranteed,0,Not Dark Pattern
1157,117.0, GeekVape Pursue a Healthy Vaping Experience ,0,Not Dark Pattern
1158,1679.0,320 items left,1,Scarcity
1159,1340.0,HURRY! 3 left in stock!,1,Scarcity
1160,158.0,Nectar,0,Not Dark Pattern
1161,1451.0, My Project Lists ,0,Not Dark Pattern
